C1,C2,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150
246,Nawada,10/20/2020,13:12:00,Shivala ,237,1,32,2,3,1,3,3,1,2,Inflation,2,2,4,2,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,3,2,2,1,1,1,1,1,1,1,88,1,88,88,88,88,88,88,2,88,88,88,88,3,1,88,2,88,3,2,2,88,88,88,88,88,88,88,88,88,88,1,1,1,1,1,1,1,1,1,1,88,88,88,88,88,2,3,2,88,88,4,4,4,4,4,4,3,4,4,3,1,3,2,2,3,2,3,1,2,1,1,1,4,1,,1988,10000,2
247,Phulwari,10/20/2020,12:42:00,Phulwari sarif,188,2,28,2,3,2,3,2,1,88,Health and Hospital,2,1,2,2,1,0,1,1,0,0,0,1,3,3,2,2,2,4,1,1,2,1,2,2,1,2,1,88,1,88,3,99,2,4,1,1,1,99,4,4,4,1,4,2,4,2,1,1,1,1,1,88,3,4,1,3,2,4,1,4,3,5,3,3,5,3,3,5,3,1,3,2,2,2,4,4,4,2,2,3,1,1,1,3,4,4,4,3,1,2,3,2,2,3,2,4,4,3,4,1,2,3,5,4,2,1,2,2,2,1,3,4,4,2,4,2,4,2,2,3,2,1,2,2,1,4,1,3,1992,24000,3
248,Kumhrar,10/20/2020,11:35:00,RMS colony,183,2,44,1,2,1,5,2,1,2,Health and Hospital,2,1,1,2,0,0,0,0,1,0,0,1,4,2,3,1,1,4,2,1,1,88,4,2,1,1,99,4,2,1,99,1,4,1,3,99,1,4,1,2,88,1,4,1,3,88,1,4,1,1,88,1,3,4,2,1,5,1,1,4,5,4,1,1,2,4,5,2,1,1,5,1,1,5,2,3,88,1,5,2,3,1,99,5,2,3,99,88,5,2,3,88,1,5,2,3,99,1,5,2,3,99,1,4,4,2,1,4,3,3,4,5,2,1,4,2,1,3,1,5,1,2,88,1,1,1,1,,1976,30000,1
249,Phulwari,10/20/2020,12:57:00,Phulwari sarif,188,2,30,1,4,1,5,3,1,2,Corruption,1,1,1,2,1,1,0,1,0,0,0,1,1,3,2,1,2,4,1,1,1,1,3,2,1,2,4,88,4,1,2,2,88,3,3,4,88,88,4,3,3,4,4,2,1,2,1,2,1,1,1,1,3,4,4,4,2,4,1,4,3,4,3,4,4,3,3,4,4,1,3,2,2,2,3,4,4,5,2,4,3,4,2,2,3,1,3,1,3,3,5,2,2,2,3,3,3,3,2,3,3,3,5,2,3,2,3,2,3,2,3,4,2,1,3,3,3,3,2,4,2,2,3,1,1,4,1,2,1990,20000,3
250,Phulwari,10/20/2020,14:23:00,Phulwari sarif,188,2,40,1,2,2,3,2,2,2,Rape,2,2,2,2,0,1,0,0,0,0,0,1,1,2,2,2,3,2,2,1,3,3,2,3,1,3,3,2,3,1,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,4,1,1,1,1,4,2,2,2,3,3,1,3,3,4,3,1,3,3,4,3,3,3,3,1,2,5,4,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,2,2,2,2,3,3,3,3,3,3,3,2,4,1,4,3,4,4,2,2,4,1,4,1,1,4,1,2,1980,45000,1
251,"Pipra, Supaul",10/20/2020,10:04:00,Bakar Ganj,42,2,27,1,1,1,5,2,2,2,Corruption,2,2,2,2,0,1,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1,88,1,1,1,88,1,1,1,1,3,2,2,4,4,4,4,2,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,4,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,3,2,2,1,1,2,2,3,3,3,3,2,3,1,3,3,4,88,5,2,1,5,5,4,1,4,1,2,1993,4000,2
252,Bankipur,10/20/2020,15:55:00,kanakarbagh,182,1,40,2,1,2,1,1,1,2,Inflation,1,4,2,2,1,0,0,1,0,1,0,1,4,3,4,3,4,3,2,1,3,4,4,2,1,4,3,4,3,1,2,3,4,3,4,3,4,4,2,3,4,3,4,2,3,4,3,2,1,1,1,1,4,5,4,4,5,4,1,3,4,4,5,4,4,3,4,2,4,1,2,2,4,2,1,2,1,2,3,3,1,2,1,1,4,2,1,2,2,1,2,1,2,3,1,2,2,1,1,2,3,2,1,1,2,1,2,3,2,3,2,4,1,2,5,2,3,4,2,4,5,1,5,1,1,4,1,4,1980,15000,1
253,Phulwari,10/20/2020,13:18:00,Phulwari sarif,188,2,32,2,3,2,3,2,2,2,Domestic violence,2,1,2,2,1,0,0,1,0,0,0,1,2,1,3,1,1,2,2,1,2,1,3,1,1,1,1,2,2,1,3,4,1,2,3,3,2,4,2,3,2,1,3,2,2,2,3,1,1,1,1,1,2,3,4,4,2,4,1,3,4,2,4,4,4,3,4,3,3,1,3,2,88,3,4,4,5,4,4,4,3,4,5,2,4,4,4,4,3,4,4,4,4,3,3,2,4,2,3,3,3,2,4,4,3,2,3,3,2,2,3,4,2,1,4,3,2,2,2,2,2,2,2,1,1,4,1,2,1988,15000,3
254,Digha,10/20/2020,14:40:00,Phulwari sarif,181,2,45,2,4,2,3,3,2,2,Un employment,1,1,4,2,1,0,0,1,0,0,0,1,1,3,3,3,3,3,2,1,3,3,2,3,1,2,3,2,3,1,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,1,1,1,1,3,3,2,2,3,3,1,3,3,4,3,3,2,2,3,4,2,3,2,2,1,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,4,1,2,2,3,3,3,3,1,2,3,2,3,2,2,3,3,2,3,3,3,2,3,2,1,3,3,2,2,2,5,1,1,4,1,1,4,1,,1975,25000,1
255,Phulwari,10/20/2020,13:35:00,Phulwari sarif,188,2,38,2,88,88,4,5,1,2,Corruption,2,1,2,2,1,0,0,0,0,0,0,1,3,1,1,2,3,2,4,1,2,4,3,2,1,3,3,4,4,88,3,4,2,3,2,2,2,4,4,4,3,2,4,3,3,1,1,1,1,1,1,1,3,2,4,3,5,2,2,3,2,3,4,4,4,2,2,4,2,1,3,2,2,3,3,3,4,4,2,3,2,4,2,2,3,2,4,4,2,3,4,4,3,3,2,2,3,2,2,2,3,3,3,2,3,2,3,3,2,2,3,4,3,1,3,1,4,2,2,5,1,2,3,1,1,4,1,1,1982,18000,1
256,Sitamarhi,10/20/2020,10:54:00,Bazar Samiti,28,2,31,1,3,1,3,3,2,2,Corruption,2,2,3,2,1,1,1,1,0,1,1,1,4,88,88,88,4,4,88,1,88,4,4,88,1,4,88,4,88,88,88,88,4,88,88,88,88,4,4,88,88,4,88,88,4,88,88,88,88,88,88,88,1,88,1,2,1,1,1,1,88,2,2,1,1,1,1,1,1,1,88,3,3,1,88,88,88,88,1,88,88,88,88,1,1,88,88,88,1,1,88,88,88,1,88,2,88,88,1,1,88,88,88,88,88,88,88,4,88,4,4,4,4,1,2,4,4,4,4,4,1,5,5,1,1,4,1,,1989,10000,2
257,Kumhrar,10/20/2020,16:16:00,kanakarbagh,183,1,30,2,1,2,1,1,1,2,Rape,2,99,2,2,1,0,0,1,0,1,0,1,4,2,3,4,3,3,2,1,3,4,4,2,1,4,3,4,1,1,3,4,4,2,3,4,3,4,1,2,3,2,4,1,2,3,2,1,1,1,1,1,4,5,4,4,3,4,1,4,5,4,4,5,4,4,4,5,4,2,4,2,2,2,1,2,1,2,2,1,3,2,1,2,3,2,2,2,2,1,2,3,1,2,1,4,1,2,2,1,3,2,1,1,2,1,2,1,2,2,3,4,2,2,4,3,3,4,5,4,5,1,3,1,1,4,1,,1990,25000,1
258,Digha,10/20/2020,14:54:00,Phulwari sarif,181,2,35,1,3,1,3,3,2,2,Inflation,1,1,3,2,1,0,1,0,0,0,0,1,2,3,3,2,3,4,3,1,3,3,3,2,1,3,3,3,2,1,2,2,3,2,1,2,2,3,2,2,2,2,4,2,3,2,3,3,1,1,1,1,2,3,4,3,2,3,1,3,3,3,3,2,3,3,2,4,3,3,3,1,1,4,2,3,2,2,3,3,2,3,3,2,3,2,3,2,3,3,3,2,3,1,3,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,2,4,3,1,3,4,3,4,4,5,1,1,4,1,1,4,1,,1985,20000,1
259,Danapur,10/20/2020,13:50:00,Phulwari sarif,186,2,29,1,1,1,4,2,1,2,School  fees ,2,1,2,2,1,1,1,1,0,0,0,1,3,3,3,2,1,3,3,1,2,3,2,2,1,2,1,3,2,1,2,2,4,4,88,88,4,3,4,2,2,2,3,2,3,3,3,3,1,1,1,1,4,3,2,3,3,3,1,2,4,2,3,2,3,2,2,2,4,1,3,2,4,2,2,2,4,4,3,3,4,4,4,1,4,1,2,1,3,4,2,2,4,2,3,3,4,3,1,3,2,3,2,3,3,2,3,3,2,3,3,4,3,1,4,3,4,2,2,4,2,1,3,1,1,4,1,3,1991,24000,3
260,"Pipra, Supaul",10/20/2020,10:20:00,Bakar Ganj,42,2,28,1,2,2,4,2,1,2,Corruption,2,3,2,2,0,0,1,0,0,0,0,1,1,1,88,88,88,4,4,1,4,4,88,88,88,88,88,4,4,88,88,88,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,4,1,2,1,1,1,1,1,1,1,1,88,1,2,2,2,2,2,4,88,4,4,4,4,4,2,3,2,2,2,3,3,3,3,3,4,1,88,88,88,1,1,1,1,1,3,2,2,2,2,1,2,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1992,4000,2
261,Patna sahib,10/20/2020,11:14:00,Bazar Samiti,184,2,23,2,3,1,3,3,1,2,Corruption,2,1,3,2,1,0,0,1,0,1,0,1,2,4,4,4,4,3,3,1,4,88,3,3,1,4,88,3,3,1,4,4,3,3,3,4,4,3,2,4,4,88,3,4,4,4,4,1,1,1,1,1,3,4,1,4,3,5,1,1,1,1,5,2,5,4,4,5,5,1,5,3,3,4,4,2,1,1,5,4,1,1,1,5,4,2,2,2,5,5,3,2,1,5,4,2,2,1,5,5,3,2,1,3,3,3,3,3,3,3,3,1,2,2,1,3,4,4,5,1,2,2,4,1,1,1,1,,1997,15000,1
262,Phulwari,10/20/2020,15:13:00,Phulwari sarif,188,2,40,1,1,1,5,3,1,2,Un employment,1,1,3,2,1,1,1,0,0,0,0,1,1,3,2,2,2,2,2,1,2,1,2,1,1,2,1,3,2,1,2,2,3,2,3,3,2,3,2,3,2,3,4,2,3,2,3,3,1,1,1,1,3,3,4,3,3,3,1,3,2,2,3,2,2,3,3,3,1,2,2,1,1,2,3,2,3,2,2,3,2,2,2,3,3,2,3,2,3,3,2,3,2,1,3,2,3,2,1,3,2,3,3,3,4,2,4,2,2,2,2,4,3,1,3,3,2,4,2,4,1,1,3,1,1,1,1,1,1980,15000,3
263,Kumhrar,10/20/2020,14:07:00,Phulwari sarif,183,2,25,1,1,2,3,3,1,2,Corruption,1,1,2,2,1,1,1,1,0,0,0,1,3,3,1,2,1,3,2,1,2,3,4,4,1,3,3,2,2,1,2,3,4,3,2,3,4,88,4,3,3,4,3,2,2,4,3,3,1,1,1,1,3,3,4,2,4,3,1,2,5,1,3,1,3,2,3,3,2,1,3,2,4,2,4,3,5,3,2,3,2,4,2,4,4,4,3,4,1,4,4,5,2,1,3,3,4,3,1,3,2,4,3,4,2,2,2,3,3,2,3,4,3,1,2,4,2,4,88,3,5,2,2,2,1,4,1,1,1995,25000,3
264,Arwal ,10/20/2020,13:42:00,Shivala ,214,2,35,1,3,1,4,3,1,2,Un employment,1,2,3,2,1,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,88,88,1,88,88,2,2,3,88,3,88,3,2,88,88,88,4,2,2,1,1,1,1,1,3,4,1,1,1,88,88,88,88,88,88,88,88,88,88,3,88,88,88,88,3,3,88,88,88,3,3,2,2,3,2,2,2,3,3,2,3,1,1,2,1,3,1,2,1,1,1,1,1,,1985,20000,1
265,Digha,10/20/2020,14:22:00,Phulwari sarif,181,2,39,2,2,88,4,2,1,2,Health and Hospital,2,3,2,2,1,0,0,0,0,0,0,1,2,2,2,1,2,4,2,1,2,4,3,2,1,3,4,4,2,1,2,4,2,4,2,3,2,4,2,4,2,4,4,2,88,2,4,1,1,1,1,88,2,2,3,2,4,2,1,2,5,1,3,2,4,2,3,3,5,2,4,2,4,3,3,4,4,5,4,3,2,2,2,4,4,1,3,5,3,3,5,2,5,2,4,88,4,1,3,2,4,1,4,4,2,4,3,2,4,2,2,3,3,1,2,4,2,3,2,3,4,2,4,2,1,4,1,3,1981,18000,1
266,Kumhrar,10/20/2020,16:33:00,kanakarbagh,183,2,30,2,2,2,1,1,1,2,Corruption,1,1,4,2,1,0,0,1,0,1,0,1,4,3,2,4,3,4,3,1,3,4,4,2,1,4,4,4,3,1,3,4,4,2,3,4,3,4,2,4,3,4,3,4,3,4,3,1,1,1,1,1,5,4,5,4,4,5,1,4,5,4,4,2,4,4,4,5,4,2,4,2,3,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,3,4,88,4,4,4,88,4,5,3,1,2,3,4,3,2,5,4,5,4,1,1,4,1,1,1990,25000,1
267,Danapur,10/20/2020,15:28:00,Phulwari sarif,186,2,42,1,3,2,3,3,1,2,Female safety,2,2,2,2,1,0,1,0,0,0,0,1,3,3,3,3,3,3,2,1,3,2,4,3,1,2,3,2,3,1,2,3,3,3,2,2,2,3,3,2,3,3,2,3,2,3,3,4,1,1,1,1,5,1,2,3,3,3,2,3,2,3,3,3,2,2,3,2,3,3,2,1,1,2,3,2,2,2,3,3,3,2,2,3,3,3,2,3,3,2,3,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,4,3,2,3,3,3,3,1,3,3,4,3,2,2,1,2,3,1,1,1,1,1,1978,30000,3
268,Arwal,10/20/2020,14:00:00,Shivala ,214,2,32,1,1,2,3,2,2,2,Female safety,2,2,3,2,1,0,0,1,0,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,88,88,3,88,88,88,3,3,88,2,88,3,2,88,3,88,3,3,3,4,4,2,88,88,3,3,2,88,88,3,4,3,88,88,88,88,88,88,88,2,2,88,88,88,3,2,3,88,88,4,1,3,4,1,1,1,1,1,4,1,2,2,2,3,1,1,4,2,1,1,1,4,1,2,1988,15000,1
269,"Pipra, Supaul",10/20/2020,10:35:00,Bazar Samiti,42,2,23,1,2,1,5,2,1,2,Poverty ,2,1,1,2,0,1,0,0,0,0,0,1,2,88,88,88,88,2,4,1,3,4,2,88,1,88,4,2,88,1,3,3,2,4,3,99,3,2,3,88,88,88,1,99,4,99,99,1,99,88,88,88,5,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,3,2,4,1,88,1,1,5,88,88,1,1,5,88,88,88,88,5,88,88,1,88,5,1,2,1,1,5,1,1,88,1,1,3,3,3,4,88,3,88,1,2,1,4,5,5,4,4,1,88,5,5,4,1,2,1,1,1997,5000,2
270,Patna sahib,10/20/2020,14:40:00,Phulwari sarif,184,2,28,2,1,2,3,3,1,2,Corruption,2,2,2,2,1,0,0,1,0,0,0,1,2,2,2,1,2,3,3,1,2,3,3,1,1,4,1,3,4,1,3,1,3,2,4,1,2,3,2,4,2,4,88,4,4,4,2,1,1,88,1,1,3,3,3,3,3,2,1,1,2,1,3,1,3,2,2,3,3,2,3,1,4,3,2,3,4,3,1,3,1,4,2,3,2,2,3,4,3,4,3,3,3,2,4,3,4,2,1,2,3,1,4,3,4,1,2,2,1,2,3,3,4,2,5,3,3,2,2,3,4,2,3,2,1,4,1,3,1992,26000,3
271,Bikram,10/20/2020,14:16:00,Shivala ,191,1,30,2,4,1,5,2,1,2,Un employment,1,1,88,2,1,0,0,1,0,1,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,88,88,3,88,88,88,3,2,88,2,88,2,2,88,88,88,2,3,3,88,88,88,88,88,88,88,88,88,88,3,3,2,88,88,88,88,88,88,88,88,88,88,88,88,2,2,3,88,88,4,4,4,3,3,3,3,3,4,2,2,4,2,1,3,2,4,2,2,1,1,1,1,1,,1990,20000,1
272,Danapur,10/20/2020,15:41:00,Phulwari sarif,186,2,25,1,3,2,4,2,1,2,Un employment,2,2,2,2,0,0,1,0,0,0,0,1,2,3,3,3,3,3,2,1,3,3,3,2,1,3,3,3,2,1,3,3,3,2,3,3,3,4,3,3,3,4,4,3,4,3,3,3,1,1,1,1,3,2,3,2,2,2,1,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,1,2,1,1,4,2,4,1,3,2,2,4,2,3,2,3,2,3,3,2,4,3,3,4,2,1,3,3,3,3,2,4,2,1,4,1,1,4,1,3,1995,15000,3
273,Kurtha,10/20/2020,14:55:00,Phulwari sarif,215,2,36,1,4,1,5,2,1,3,School  fees ,1,3,1,2,1,1,1,1,0,0,0,1,2,2,3,2,1,2,3,1,2,2,1,3,1,3,88,3,4,1,2,2,88,3,3,3,4,3,3,3,3,4,3,4,4,2,1,4,1,1,1,1,3,2,4,1,4,3,2,4,3,1,2,3,3,2,3,2,3,1,4,2,5,3,3,4,3,5,4,4,5,4,5,88,3,2,4,1,2,3,4,4,2,2,2,3,4,3,3,1,4,3,5,3,2,2,2,2,4,1,2,2,4,1,5,4,4,2,2,2,4,2,3,1,1,4,1,3,1984,22000,3
274,Arrah bhojpur,10/20/2020,14:33:00,Shivala ,194,1,28,1,3,1,4,3,1,2,Education,2,2,3,2,1,1,1,1,1,1,1,1,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,2,2,2,1,1,4,2,3,1,1,1,1,1,1,1,2,2,88,88,88,88,88,3,3,2,88,4,88,3,2,88,88,88,3,2,2,3,4,3,1,1,2,3,4,1,1,2,3,4,1,1,88,88,88,88,88,2,3,88,88,88,2,3,2,88,88,4,4,3,4,1,1,1,2,2,4,1,3,1,1,3,1,2,4,2,1,1,1,4,1,,1992,35000,1
275,Gaighat,10/20/2020,15:11:00,Phulwari sarif,88,2,45,1,3,1,4,2,1,3,Female safety,2,2,2,2,1,0,1,0,1,0,0,1,3,4,2,4,1,4,4,1,3,3,88,88,88,4,2,3,3,1,2,3,88,4,3,4,3,2,3,2,88,2,88,88,1,88,1,4,1,1,1,1,2,2,2,4,1,3,1,3,2,2,1,4,4,4,3,1,4,3,4,2,2,4,3,5,4,5,3,2,5,2,5,3,1,4,2,1,2,1,2,1,88,1,3,3,1,2,2,2,2,2,2,2,4,2,3,4,1,4,2,5,2,1,3,5,2,5,2,88,1,88,3,1,1,4,1,3,1975,21000,3
276,Hajipur,10/20/2020,12:33:00,Mithapur,123,2,30,1,2,88,5,2,4,3,Corruption,1,3,3,2,0,0,0,1,0,0,0,1,2,3,2,3,2,2,2,1,2,2,2,4,1,3,4,3,4,1,3,4,2,3,4,88,99,2,2,1,2,1,2,3,4,3,4,3,1,1,1,1,3,4,4,3,2,2,2,3,3,3,3,3,3,3,4,2,1,88,88,4,4,4,2,2,2,3,4,3,3,1,2,4,3,2,2,3,5,4,3,3,4,5,1,1,2,2,4,3,2,2,2,2,4,4,4,3,3,3,3,3,2,1,4,3,3,4,4,2,1,1,4,1,1,4,1,3,1990,12000,3
277,Phulwari,10/20/2020,15:59:00,Phulwari sarif,188,2,32,1,3,2,3,1,2,2,Female safety,1,1,2,2,0,0,1,0,0,0,0,1,1,4,2,3,3,3,2,1,3,3,4,2,1,3,3,3,2,1,3,3,3,2,3,3,3,3,2,3,3,3,4,2,3,3,3,4,1,1,1,1,3,2,3,2,3,2,1,2,3,3,3,2,3,2,2,3,2,3,2,1,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,2,3,2,3,2,3,2,4,2,3,3,3,2,4,3,1,4,3,3,4,2,5,1,1,3,1,1,1,1,3,1988,25000,1
278,Patna sahib,10/20/2020,11:29:00,Bazar Samiti,184,2,43,2,3,1,3,2,1,3,Rape,2,1,3,2,1,0,0,1,0,0,0,1,2,3,4,4,4,2,3,1,4,4,2,3,1,4,4,2,3,1,4,4,2,3,4,4,4,2,3,4,4,4,2,3,4,4,4,2,1,1,1,1,4,5,3,4,2,5,1,3,3,4,5,2,5,4,2,5,5,2,4,3,3,4,3,2,2,2,4,3,2,2,1,4,4,3,2,2,4,3,1,1,1,4,2,2,1,1,4,3,2,2,2,3,3,2,3,3,4,4,3,1,3,2,2,4,4,4,4,1,2,1,4,1,1,4,1,,1977,20000,2
279,"Pipra, Supaul",10/20/2020,10:52:00,Bazar Samiti,42,2,25,1,3,1,5,3,1,3,Poverty ,2,1,1,2,1,1,0,0,0,0,0,1,1,99,4,88,99,2,99,88,88,3,1,88,88,2,88,2,88,88,2,88,1,4,88,99,99,1,88,4,88,3,1,88,88,2,4,2,99,1,99,99,5,88,1,3,3,2,1,3,3,3,3,1,2,2,5,2,1,2,1,3,2,5,88,2,2,2,4,2,88,1,1,5,1,3,1,3,4,2,88,1,1,5,88,2,1,1,5,1,1,1,1,1,3,4,4,2,1,3,3,99,1,1,3,5,88,4,2,99,1,5,4,4,1,2,1,,1995,5500,2
280,Kumhrar,10/20/2020,16:49:00,kanakarbagh,183,1,35,1,2,2,1,1,1,3,Education,2,1,4,2,1,1,0,1,0,0,0,1,3,3,4,3,3,3,2,1,1,2,3,2,1,1,2,2,3,1,3,2,3,2,3,2,2,2,3,2,3,2,2,3,2,3,2,4,1,1,1,1,4,5,4,4,4,4,1,3,4,4,3,4,4,3,5,4,4,1,3,2,3,1,1,2,2,1,4,2,1,2,1,2,2,3,1,2,4,1,2,1,2,2,1,1,1,2,1,2,1,2,1,4,3,4,4,3,4,4,3,5,2,1,3,2,3,5,4,4,4,5,4,1,1,1,1,4,1985,12000,1
281,Fatuha,10/20/2020,15:27:00,Phulwari sarif,185,2,42,1,3,2,3,2,1,3,Corruption,2,3,3,2,1,0,0,1,0,0,0,1,2,1,2,3,2,2,3,1,2,3,3,2,1,1,4,3,2,1,2,3,1,1,1,1,88,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,2,2,2,4,2,4,2,2,4,2,2,1,3,2,2,4,4,3,3,2,2,3,2,4,3,5,3,3,3,3,4,3,1,4,2,4,3,2,3,3,5,2,4,3,5,3,2,3,4,2,5,2,3,1,3,3,3,2,3,4,2,1,2,2,2,2,1,3,2,2,4,2,1,4,1,3,1978,26000,3
282,Sikta,10/20/2020,13:53:00,Patna sahib,9,2,32,1,3,1,4,3,2,2,Corruption,2,1,2,2,0,0,0,1,0,0,0,1,2,2,3,3,3,2,2,1,2,3,3,2,1,2,3,4,3,1,2,3,3,2,3,2,3,3,2,3,2,3,3,3,2,3,3,4,1,1,1,1,3,4,2,3,3,4,2,2,3,3,3,4,3,3,4,3,3,3,4,2,1,2,3,3,2,3,2,3,1,3,3,1,2,2,3,4,1,3,3,2,3,1,2,3,2,3,1,2,3,2,3,4,4,3,4,4,4,4,3,4,1,2,5,4,3,3,2,3,1,2,3,1,1,1,1,1,1988,13000,2
283,Digha,10/20/2020,16:38:00,Phulwari sarif,181,2,35,1,2,2,3,3,2,3,Rape,1,1,3,2,1,1,0,0,0,0,0,1,3,2,3,2,3,3,2,1,2,3,3,2,1,2,3,3,2,1,2,3,3,2,3,2,3,4,2,3,2,3,4,2,3,2,3,3,1,1,1,1,2,2,3,2,3,2,1,2,3,3,3,2,3,2,2,3,2,3,2,1,1,3,4,2,3,2,2,4,2,3,2,1,3,2,2,3,2,4,2,3,2,3,4,3,3,2,2,4,2,3,2,3,2,3,3,3,3,2,3,4,3,1,3,4,3,3,4,4,1,2,3,1,1,4,1,,1985,18000,1
284,Sandesh,10/20/2020,14:55:00,Shivala ,192,2,25,1,4,1,5,2,1,2,Education,1,1,3,2,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,88,88,88,88,88,2,3,3,88,3,88,3,2,88,88,88,3,2,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,88,88,4,3,3,4,2,1,2,2,3,2,1,4,1,1,3,2,4,1,2,1,1,1,4,1,,1995,18000,1
285,Amnour,10/20/2020,15:22:00,Frezar Road,120,2,40,1,2,88,5,3,1,3,Corruption,2,3,2,2,0,0,0,0,0,0,1,1,1,1,2,2,2,1,2,1,3,3,2,2,1,1,1,3,3,1,2,2,99,99,88,88,88,1,1,2,3,3,1,1,2,2,2,1,1,1,1,1,5,5,4,4,3,3,2,2,2,2,2,3,3,4,5,5,4,3,3,2,2,5,4,3,3,3,5,4,2,2,2,5,4,3,3,2,5,3,2,2,2,5,3,2,2,2,5,3,2,2,2,1,3,88,4,2,2,4,2,1,4,1,2,2,4,88,2,2,5,5,5,2,1,1,88,,1980,15000,3
286,Kumhrar,10/20/2020,11:52:00,RMS colony,183,2,24,1,2,1,5,2,1,3,Education,2,1,1,2,0,1,0,0,0,0,0,1,4,2,3,99,1,4,1,1,99,1,4,1,1,99,88,4,1,1,99,88,4,2,3,88,1,4,1,3,88,1,4,1,3,99,88,4,1,1,99,1,3,4,1,1,5,1,88,3,5,4,88,88,2,4,5,2,1,88,5,1,1,5,1,3,99,88,5,1,3,99,88,5,1,3,88,1,5,2,4,99,1,5,2,3,88,1,5,1,3,99,88,4,4,2,3,4,3,3,2,5,2,2,4,1,3,4,1,5,2,2,88,1,1,1,1,,1996,25000,1
287,Sasaram,10/20/2020,15:44:00,Phulwari sarif,208,2,24,1,4,1,3,2,1,3,Corruption,2,4,1,2,1,1,1,1,0,0,0,1,3,88,2,2,2,4,2,1,2,1,4,2,1,2,4,2,2,1,2,2,4,2,4,3,1,2,2,3,3,88,3,4,2,4,2,3,1,1,1,1,3,1,5,2,5,2,1,1,4,1,4,2,5,3,3,1,4,2,5,2,2,3,2,5,2,5,3,3,3,3,3,2,3,5,2,5,2,3,1,4,2,3,1,4,2,4,2,1,4,1,5,4,1,2,2,1,4,1,4,5,2,1,3,4,1,4,1,3,4,2,4,1,1,4,1,4,1996,20000,3
